FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,swingTimeHand,swingTimeFootUp,swingTimeFootDown,stanceFootUpTime,footUpLoadTime,loadFirstMoveTime,firstMoveFootDownTime,footDownImpactTime,impactFollowThroughTime
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 01.c3d",500,0,0.133999824523926,0.75,0.0999999046325684,0.357999920845032,0.210000038146973,0.440000057220459,0.406000137329102,0.133999824523926,0.0540001392364502
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 03.c3d",500,0,0.128000020980835,0.717999935150146,0.104000091552734,0.28600001335144,0.174000024795532,0.43999981880188,0.415999889373779,0.128000020980835,0.0580000877380371
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 04.c3d",500,0,0.136000156402588,0.703999996185303,0.104000091552734,0.384000062942505,0.169999837875366,0.430000066757202,0.398000001907349,0.136000156402588,0.062000036239624
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 05.c3d",500,0,0.141999959945679,0.623999834060669,0.109999895095825,0.361999988555908,0.135999917984009,0.378000020980835,0.345999956130981,0.141999959945679,0.064000129699707
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 06.c3d",500,0,0.120000123977661,0.682000160217285,0.0980000495910645,0.389999866485596,0.166000127792358,0.417999982833862,0.395999908447266,0.120000123977661,0.057999849319458
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 07.c3d",500,0,0.131999969482422,0.623999834060669,0.113999843597412,0.288000106811523,0.125999927520752,0.384000062942505,0.365999937057495,0.131999969482422,0.0440001487731934
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 08.c3d",500,0,0.130000114440918,0.681999921798706,0.121999979019165,0.308000087738037,0.141999959945679,0.417999982833862,0.409999847412109,0.130000114440918,0.0479998588562012
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 09.c3d",500,0,0.142000198364258,0.706000089645386,0.100000143051147,0.307999968528748,0.167999982833862,0.437999963760376,0.395999908447266,0.142000198364258,0.0539999008178711
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 10.c3d",500,0,0.149999856948853,0.775999784469604,0.107999801635742,0.404000043869019,0.18999981880188,0.478000164031982,0.436000108718872,0.149999856948853,0.0559999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 01.c3d",500,0,0.146000146865845,0.74399995803833,0.108000040054321,0.456000089645386,0.163999795913696,0.472000122070312,0.434000015258789,0.146000146865845,0.057999849319458
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 02.c3d",500,0,0.144000053405762,0.630000114440918,0.124000072479248,0.514000058174133,0.115999937057495,0.390000104904175,0.370000123977661,0.144000053405762,0.057999849319458
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 03.c3d",500,0,0.143999814987183,0.68399977684021,0.111999988555908,0.492000102996826,0.148000001907349,0.423999786376953,0.391999959945679,0.143999814987183,0.062000036239624
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 04.c3d",500,0,0.121999979019165,0.661999940872192,0.103999853134155,0.503999948501587,0.171999931335449,0.386000156402588,0.368000030517578,0.121999979019165,0.0740001201629639
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 05.c3d",500,0,0.154000043869019,0.697999954223633,0.109999895095825,0.51199996471405,0.144000053405762,0.444000005722046,0.399999856948853,0.154000043869019,0.064000129699707
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 06.c3d",500,0,0.146000146865845,0.716000080108643,0.115999937057495,0.449999928474426,0.161999940872192,0.438000202178955,0.407999992370605,0.146000146865845,0.0520000457763672
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 07.c3d",500,0,0.134000062942505,0.664000034332275,0.125999927520752,0.437999963760376,0.124000072479248,0.414000034332275,0.405999898910522,0.134000062942505,0.059999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 08.c3d",500,0,0.148000001907349,0.75600004196167,0.105999946594238,0.489999890327454,0.170000076293945,0.480000019073486,0.437999963760376,0.148000001907349,0.0520000457763672
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 09.c3d",500,0,0.144000053405762,0.694000005722046,0.121999979019165,0.473999977111816,0.141999959945679,0.430000066757202,0.407999992370605,0.144000053405762,0.0499999523162842
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 10.c3d",500,0,0.144000053405762,0.727999925613403,0.129999876022339,0.424000024795532,0.169999837875366,0.428000211715698,0.414000034332275,0.144000053405762,0.059999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 01.c3d",500,0,0.135999917984009,0.727999925613403,0.127999782562256,0.406000018119812,0.130000114440918,0.470000028610229,0.461999893188477,0.135999917984009,0.0380001068115234
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 02.c3d",500,0,0.135999917984009,0.723999977111816,0.114000082015991,0.520000100135803,0.115999937057495,0.49399995803833,0.472000122070312,0.135999917984009,0.0439999103546143
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 03.c3d",500,0,0.153999805450439,0.817999839782715,0.125999927520752,0.450000047683716,0.169999837875366,0.522000074386597,0.494000196456909,0.153999805450439,0.0280001163482666
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 05.c3d",500,0,0.141999959945679,0.838000059127808,0.124000072479248,0.557999968528748,0.191999912261963,0.522000074386597,0.504000186920166,0.141999959945679,0.0379998683929443
