FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,pitchVel,exitVel,launchAng,sprayAng,impactLocECAP,impactLocKNOB,maxBatAngVel,maxBatECAPVel,maxBatSSVel,maxBatECAPAcc,maxBatSSAcc,maxBatKE,maxBatPower,maxBatKEFilt,maxBatPowerFilt
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 01.c3d",500,0,20.2496013641357,39.589973449707,2.10559868812561,-0.514771401882172,0.240866646170616,0.608503222465515,2806.7236328125,37.9981346130371,30.955982208252,7561.16943359375,6377.0791015625,289.371826171875,7352.611328125,278.234985351562,5013.4658203125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 03.c3d",500,0,20.8111896514893,36.0301246643066,21.8680992126465,-42.8405265808105,0.157294064760208,0.692409098148346,2703.4873046875,38.25390625,31.0521774291992,7852.64599609375,5121.96142578125,292.352142333984,6494.7548828125,269.040954589844,5344.5322265625
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 04.c3d",500,0,20.680248260498,39.7383270263672,-7.27229404449463,-10.7756843566895,0.236394852399826,0.612707197666168,2844.3056640625,37.8380470275879,30.6314868927002,7329.83935546875,6098.267578125,282.768127441406,8701.98828125,261.602600097656,5958.5380859375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 05.c3d",500,0,21.5646209716797,38.3586883544922,-8.46821308135986,-1.31019949913025,0.260586380958557,0.587845683097839,2886.75390625,37.5314178466797,30.3384399414062,5515.59375,3413.3447265625,276.634857177734,6664.3486328125,250.765914916992,5372.61572265625
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 06.c3d",500,0,21.5671558380127,19.3138828277588,133.400512695312,-131.066436767578,0.242487624287605,0.606320381164551,2847.92602539062,38.2820777893066,30.7758941650391,3748.38793945312,2288.82885742188,283.934387207031,8088.07763671875,262.717041015625,5012.1689453125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 07.c3d",500,0,21.4279289245605,43.2576866149902,-4.32690668106079,-4.07991170883179,0.157184943556786,0.692028284072876,2743.71166992188,37.7799453735352,30.9278430938721,6707.7421875,5410.1953125,289.804565429688,5784.34375,282.939147949219,5118.8125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 08.c3d",500,0,21.3512001037598,26.3797550201416,67.0095825195312,-73.3707580566406,0.0806985273957253,0.768946528434753,2536.388671875,36.3735771179199,29.9636383056641,3524.955078125,3536.70922851562,273.259094238281,6217.63623046875,264.634368896484,4340.5263671875
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 09.c3d",500,0,21.0987911224365,41.0080070495605,11.0802574157715,-1.22099339962006,0.232296228408813,0.61790007352829,2865.54614257812,38.6410102844238,31.4476280212402,6617.26708984375,4726.86474609375,297.906616210938,7285.45751953125,287.248901367188,5359.5732421875
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 10.c3d",500,0,21.4071617126465,31.9398517608643,1.32150423526764,9.66905117034912,0.319658249616623,0.529116868972778,2996.65063476562,38.4843673706055,31.092041015625,6291.13232421875,2637.216796875,290.326049804688,7157.5927734375,267.350769042969,5513.7939453125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 01.c3d",500,0,31.7618198394775,37.0348052978516,40.3254852294922,-17.5993556976318,0.167055234313011,0.682166635990143,2775.2607421875,37.7769355773926,30.8682231903076,9918.552734375,7582.50439453125,287.643859863281,6627.109375,275.134918212891,5065.669921875
