FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,maxHipRotVel,maxTrunkRotVel,maxLeadElbowVel,maxRearElbowVel,maxLeadKneeVel,maxRearKneeVel,maxHipRotation,maxTrunkRotation,maxTrunkFlexion,maxTrunkLateralFlexion,maxShoulderAbd,maxLeadKneeFlexion,maxLeadElbowFlexion,maxRearKneeFlexion,maxRearElbowFlexion,maxLeadArmAngVel,maxLeadHandAngVel,maxHeadRotation,maxHeadLateralFlexion,maxHeadFlexion
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 01.c3d",500,0,736.228942871094,285.625457763672,113.732215881348,59.3412246704102,123.829872131348,262.949554443359,60.0649909973145,224.379592895508,27.2333889007568,12.7920808792114,53.9542999267578,59.8732070922852,98.8176040649414,73.4591979980469,136.41748046875,979.674011230469,1623.99365234375,70.974494934082,20.6057739257812,28.6889953613281
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 03.c3d",500,0,705.621704101562,329.952239990234,16.571949005127,112.574287414551,137.246215820312,270.196960449219,57.5395126342773,226.846405029297,24.668493270874,14.3785409927368,51.8804779052734,67.6450042724609,99.3254699707031,72.5837020874023,136.284454345703,967.67236328125,1629.16967773438,73.7468414306641,14.2283563613892,22.7993011474609
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 04.c3d",500,0,677.215576171875,331.760406494141,88.8727035522461,164.343078613281,136.198577880859,209.767150878906,57.4610443115234,226.759918212891,25.5588245391846,14.9037704467773,50.9409675598145,65.3161697387695,97.5261001586914,72.532600402832,136.745025634766,1091.7314453125,1744.97924804688,73.7738952636719,9.65083980560303,31.5390129089355
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 05.c3d",500,0,698.549255371094,268.596649169922,247.8544921875,177.860961914062,127.125419616699,203.103881835938,59.0089302062988,222.695358276367,25.6359195709229,13.8063735961914,51.7516670227051,63.0129776000977,95.0657730102539,71.0252151489258,136.148895263672,1184.69775390625,1762.78344726562,71.8152770996094,15.5309791564941,35.7152099609375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 06.c3d",500,0,729.127868652344,415.218353271484,194.289764404297,188.60124206543,128.410079956055,220.952209472656,56.5844459533691,229.413391113281,24.6092262268066,13.9736003875732,53.122200012207,64.3645782470703,97.5822448730469,73.5881271362305,137.500244140625,1179.50170898438,1755.99853515625,71.2035446166992,14.3433790206909,29.4065456390381
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 07.c3d",500,0,709.239990234375,279.487609863281,18.846752166748,123.473945617676,150.410400390625,268.869110107422,58.7681007385254,223.798126220703,24.8885746002197,11.9699869155884,52.4259490966797,62.1404876708984,97.8539657592773,69.3579788208008,136.256042480469,1066.22424316406,1667.04284667969,75.8401565551758,18.3728103637695,27.6486434936523
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 08.c3d",500,0,719.343200683594,361.896514892578,4.66983222961426,81.6990127563477,150.82470703125,263.948852539062,57.4592018127441,231.150390625,25.6788787841797,14.1702480316162,52.3312683105469,66.3054580688477,97.5667495727539,74.5779571533203,136.947967529297,911.817199707031,1510.81982421875,72.1089401245117,11.869668006897,15.3819608688354
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 09.c3d",500,0,727.159484863281,351.932525634766,120.390197753906,142.070175170898,117.990928649902,240.504333496094,57.7849197387695,224.226852416992,26.456615447998,13.0191631317139,52.3080062866211,65.4546203613281,97.5387496948242,70.6326370239258,135.777923583984,1085.30017089844,1747.64465332031,73.2589340209961,20.8442516326904,28.9333152770996
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 BP 10.c3d",500,0,744.798645019531,293.910980224609,235.343673706055,262.368103027344,145.466796875,235.136535644531,54.8679809570312,223.189102172852,25.369104385376,16.3626804351807,50.0899085998535,66.2010879516602,95.7642822265625,76.4997634887695,136.80793762207,1301.55529785156,1826.78747558594,71.8434448242188,17.6780090332031,36.5263824462891
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 01.c3d",500,0,721.282958984375,246.64306640625,47.3025970458984,135.440063476562,73.1490478515625,210.261169433594,62.7136344909668,228.971450805664,24.8957710266113,14.7582130432129,56.4447441101074,57.6167030334473,94.9563903808594,77.1375732421875,137.061126708984,1123.12158203125,1752.82690429688,74.2840728759766,14.3724937438965,27.2574310302734
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 02.c3d",500,0,730.81591796875,253.139495849609,83.0059051513672,129.655212402344,82.4300765991211,223.236541748047,62.2989501953125,223.754821777344,24.8040256500244,13.6883487701416,52.3705101013184,56.0258407592773,94.4916534423828,76.6456527709961,137.722183227539,1169.65686035156,1706.47119140625,72.5443267822266,16.6249713897705,34.1818466186523
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 03.c3d",500,0,733.335510253906,259.849548339844,30.0058135986328,155.106506347656,82.8774795532227,202.410675048828,62.5903930664062,223.275756835938,23.6100120544434,12.4811697006226,54.5599174499512,59.3001327514648,94.694465637207,76.1009292602539,136.602203369141,1152.259765625,1747.96899414062,72.6366500854492,18.0880584716797,29.6802291870117
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 04.c3d",500,0,721.300109863281,247.856140136719,47.866096496582,108.594528198242,75.1800384521484,221.879776000977,64.2289505004883,220.526214599609,24.3740463256836,12.4943971633911,54.9966163635254,58.2464332580566,95.8281860351562,72.5056991577148,137.306106567383,1106.98291015625,1687.95495605469,72.2356643676758,15.5606288909912,33.5106925964355
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 05.c3d",500,0,729.907958984375,253.162384033203,72.5080642700195,157.063217163086,115.733421325684,202.871276855469,62.070198059082,224.793029785156,23.2372493743896,13.2172536849976,54.0223045349121,62.0228652954102,95.0064926147461,75.2033615112305,135.714065551758,1195.80383300781,1779.40710449219,71.7769546508789,17.3405342102051,34.5701942443848
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 06.c3d",500,0,744.216918945312,263.118743896484,8.49384307861328,162.862380981445,90.0457763671875,229.728668212891,60.9870872497559,226.626129150391,25.4670467376709,12.813850402832,57.307804107666,58.3492088317871,100.062545776367,78.8015365600586,137.938369750977,1136.28063964844,1798.48706054688,72.5004196166992,18.0141906738281,32.3427772521973
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 07.c3d",500,0,729.63330078125,326.377868652344,153.2626953125,199.215194702148,93.4017791748047,212.707427978516,60.7700004577637,228.719787597656,23.9726715087891,13.4025411605835,53.7395401000977,61.0903663635254,97.7898101806641,74.7444381713867,137.083206176758,1155.51989746094,1752.40344238281,72.0197906494141,15.7518920898438,31.8732166290283
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 08.c3d",500,0,735.90087890625,328.380584716797,32.3633499145508,174.971374511719,82.4750518798828,203.933624267578,61.3593521118164,225.033279418945,25.5436611175537,12.94544506073,53.7734870910645,64.1034317016602,96.2881011962891,73.4679412841797,137.09700012207,1116.26550292969,1776.59448242188,71.7722625732422,15.0178661346436,33.3432769775391
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 09.c3d",500,0,735.895141601562,287.372589111328,53.4036979675293,158.058837890625,119.020118713379,230.22119140625,61.2904968261719,227.059631347656,25.6677932739258,13.4936695098877,53.7557907104492,63.5755043029785,96.3631744384766,78.7918243408203,136.686508178711,1135.69372558594,1760.87316894531,71.6331787109375,15.854603767395,30.8130588531494
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Cannon 10.c3d",500,0,744.407653808594,345.760345458984,254.785140991211,220.191192626953,122.96760559082,218.902572631836,60.335865020752,228.841979980469,24.908821105957,14.7533664703369,53.923999786377,62.2187194824219,98.12548828125,77.4026794433594,136.592697143555,1129.61779785156,1773.60717773438,73.5066757202148,16.0800399780273,31.1252555847168
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 01.c3d",500,0,719.308837890625,332.679748535156,-3.30820465087891,127.146499633789,132.218963623047,275.144805908203,64.2267379760742,233.254058837891,28.9123287200928,16.4303092956543,54.3572731018066,61.3578643798828,93.6138153076172,79.8899917602539,136.439849853516,976.966674804688,1636.62072753906,72.6307678222656,16.2929286956787,17.8874797821045
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 02.c3d",500,0,731.79052734375,310.508728027344,9.48618507385254,98.0839385986328,106.641647338867,247.811569213867,63.4346923828125,231.485794067383,29.7615718841553,19.2802314758301,52.3719139099121,65.0199890136719,91.9823226928711,80.7572708129883,136.324752807617,1013.35266113281,1730.12890625,73.0348510742188,16.9485034942627,27.819263458252
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 03.c3d",500,0,759.027465820312,307.090759277344,-2.15849828720093,169.839492797852,101.754913330078,284.228088378906,63.0607147216797,232.633087158203,30.3762874603271,17.391529083252,55.0985908508301,61.1529922485352,95.6216583251953,77.4816360473633,136.417449951172,1096.41650390625,1897.55883789062,73.3938522338867,18.6961231231689,25.6771144866943
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject7\Session2\Subject7 Live 05.c3d",500,0,753.772705078125,279.693603515625,15.6573181152344,102.469345092773,85.9056015014648,305.032684326172,60.7041778564453,229.644058227539,28.77317237854,15.9667406082153,52.5031852722168,56.7904396057129,92.0699005126953,77.6315689086914,135.744247436523,1030.20715332031,1658.98608398438,71.7683334350586,21.671594619751,25.1212043762207
