FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,BatAngVel,BatECAPAcc,BatECAPVel,BatSSAcc,BatSSVel,HipRot,HipRotVel,LeadElbowFlex,LeadElbowVel,LeadKneeFlex,LeadKneeVel,RearElbowFlex,RearElbowVel,RearKneeFlex,RearKneeVel,ShouldAbd,TrunkFlex,TrunkLatFlex,TrunkRot,TrunkVel,LeadArmAngVel,LeadHandAngVel,HeadRot,HeadLatFlex,HeadFlex
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 01.c3d",500,0,82.0185775756836,77.2658081054688,0.788567245006561,31.7552337646484,0.581812918186188,80.126953125,-4.43458557128906,89.340087890625,15.4883337020874,15.2311086654663,-7.64555597305298,121.76823425293,36.3664932250977,45.2237167358398,1.54908180236816,41.7448921203613,6.101637840271,8.1290340423584,199.566390991211,8.86917114257812,29.7464199066162,67.9700317382812,66.4295654296875,6.58345460891724,-3.12366509437561
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 02.c3d",500,0,140.14860534668,9.16601753234863,1.6993066072464,53.0170860290527,1.34211313724518,77.7794876098633,-15.2359008789062,95.2736206054688,-2.11281251907349,17.503511428833,-8.40468215942383,127.993057250977,-25.4164123535156,47.6775970458984,-2.09871816635132,57.4934005737305,3.91962790489197,9.34357738494873,200.41015625,3.26919555664062,65.1025390625,108.549499511719,68.159553527832,8.00537395477295,-2.98468494415283
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 03.c3d",500,0,92.8584365844727,19.9440460205078,1.17347764968872,18.5349731445312,0.939100205898285,76.9195861816406,-12.0201110839844,98.4277038574219,-14.3715534210205,20.4860458374023,-27.0870399475098,131.306167602539,-7.8397045135498,47.3808288574219,3.67486667633057,65.6436996459961,2.92065334320068,8.20056533813477,200.440216064453,7.56454467773438,66.5169982910156,92.7121810913086,67.0167007446289,6.81247806549072,2.24433422088623
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 05.c3d",500,0,205.605941772461,117.099555969238,1.53247344493866,90.7038192749023,1.13130378723145,77.6935577392578,-4.09698486328125,98.7211151123047,-23.8911685943604,22.2935523986816,-18.6757278442383,131.820510864258,-6.81109714508057,53.1018867492676,15.5312328338623,68.0980224609375,1.87394857406616,9.47721767425537,201.73258972168,-10.3797912597656,76.4742202758789,114.449523925781,67.2313537597656,5.01218318939209,-1.39643859863281
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 06.c3d",500,0,164.193618774414,26.2626171112061,2.01136517524719,11.4703674316406,1.59430694580078,70.4320449829102,-8.56781005859375,93.5760269165039,-11.7189426422119,21.7942943572998,-11.3348121643066,129.383895874023,1.77034687995911,48.8611717224121,9.07162666320801,66.2997741699219,3.63116145133972,5.81534194946289,197.459701538086,-8.20159912109375,79.8815612792969,109.083633422852,69.3221664428711,4.91300392150879,-2.25954294204712
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 07.c3d",500,0,99.5136566162109,32.6615600585938,1.391676902771,25.1186351776123,1.08231711387634,77.9048309326172,-3.81660461425781,93.4039306640625,-9.94581413269043,25.6255645751953,-13.0044565200806,128.576126098633,-32.3797225952148,49.7105102539062,3.75714159011841,62.4587554931641,3.3667049407959,7.41636419296265,201.723648071289,14.3241882324219,59.5376663208008,104.266189575195,66.8648681640625,6.09645843505859,1.2951545715332
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 08.c3d",500,0,93.0133590698242,16.526876449585,1.10948646068573,20.9945774078369,0.861789524555206,77.1359176635742,-2.30598449707031,95.4862747192383,11.5306749343872,21.6310577392578,-11.9298858642578,126.236763000488,4.62565183639526,45.3599128723145,0.401327133178711,67.5827789306641,4.46971702575684,8.03431034088135,202.324157714844,8.2244873046875,15.7736625671387,74.2354278564453,67.1662292480469,6.01208019256592,0.0690319463610649
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 09.c3d",500,0,70.2433166503906,24.6554565429688,0.728613793849945,11.715407371521,0.599260926246643,74.4522933959961,-5.96427917480469,92.4972534179688,-6.40018081665039,19.4046039581299,-12.2761526107788,125.35368347168,-22.3793106079102,48.6465110778809,1.44711017608643,73.8032531738281,5.9630012512207,8.2545690536499,198.751007080078,11.9552612304688,45.2431030273438,44.8959693908691,66.501579284668,2.47385025024414,-1.3047102689743
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 BP 10.c3d",500,0,71.0880813598633,4.97025489807129,0.631752967834473,19.6026020050049,0.495149672031403,75.9889526367188,-5.99098205566406,95.9883422851562,8.80124282836914,18.9861507415771,-8.47424221038818,126.197448730469,16.239725112915,49.2399139404297,0.233191162347794,74.5273971557617,5.08724880218506,7.60974884033203,198.596572875977,-1.9378662109375,10.1379776000977,36.926097869873,67.4016723632812,3.52500247955322,-1.15148568153381
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject4\Session1\Subject4 Cannon 01.c3d",500,0,109.108421325684,9.25720882415771,0.348740816116333,9.33418273925781,0.335054099559784,74.287353515625,0.349044799804688,95.3629455566406,-5.88165950775146,23.1162052154541,-6.65550470352173,125.077896118164,-21.7961597442627,44.8569526672363,2.07498121261597,67.3388214111328,3.73729944229126,8.36059856414795,192.039611816406,8.85009765625,38.6737937927246,31.1812725067139,63.6489715576172,6.86092519760132,1.7145938873291
