FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,swingTimeHand,swingTimeFootUp,swingTimeFootDown,stanceFootUpTime,footUpLoadTime,loadFirstMoveTime,firstMoveFootDownTime,footDownImpactTime,impactFollowThroughTime
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 05.c3d",500,0,0.124000072479248,1.05800008773804,0.128000020980835,0.248000025749207,0.342000007629395,0.588000059127808,0.592000007629395,0.124000072479248,0.059999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 06.c3d",500,0,0.129999876022339,0.921999931335449,0.171999931335449,0.236000061035156,0.267999887466431,0.482000112533569,0.52400016784668,0.129999876022339,0.059999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 07.c3d",500,0,0.125999927520752,0.859999895095825,0.140000104904175,0.28600013256073,0.271999835968018,0.447999954223633,0.462000131607056,0.125999927520752,0.0480000972747803
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 08.c3d",500,0,0.130000114440918,0.773999929428101,0.141999959945679,0.152000188827515,0.227999925613403,0.404000043869019,0.415999889373779,0.130000114440918,0.0659999847412109
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 09.c3d",500,0,0.134000062942505,0.834000110626221,0.144000053405762,0.241999983787537,0.233999967575073,0.456000089645386,0.466000080108643,0.134000062942505,0.0439999103546143
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 11.c3d",500,0,0.141999959945679,0.96399998664856,0.144000053405762,0.192000031471252,0.236000061035156,0.583999872207642,0.585999965667725,0.141999959945679,0.057999849319458
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 12.c3d",500,0,0.125999927520752,1.03599989414215,0.151999950408936,0.25,0.301999926567078,0.582000017166138,0.608000040054321,0.125999927520752,0.0559999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 05.c3d",500,0,0.161999940872192,0.94599986076355,0.161999940872192,0.302000164985657,0.263999938964844,0.519999980926514,0.519999980926514,0.161999940872192,0.0460000038146973
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 06.c3d",500,0,0.149999856948853,1.05399990081787,0.148000001907349,0.284000039100647,0.247999906539917,0.657999992370605,0.656000137329102,0.149999856948853,0.0440001487731934
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 07.c3d",500,0,0.131999969482422,1.24999988079071,0.0920000076293945,0.388000011444092,0.301999926567078,0.855999946594238,0.815999984741211,0.131999969482422,0.0659999847412109
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 08.c3d",500,0,0.154000043869019,1.08999991416931,0.154000043869019,0.294000029563904,0.26200008392334,0.673999786376953,0.673999786376953,0.154000043869019,0.0559999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 09.c3d",500,0,0.156000137329102,1.23000001907349,0.0180001258850098,0.314000010490417,0.305999994277954,0.905999898910522,0.767999887466431,0.156000137329102,0.0420000553131104
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 10.c3d",500,0,0.144000053405762,1.18599998950958,0.141999959945679,0.206000089645386,0.321999907493591,0.722000122070312,0.720000028610229,0.144000053405762,0.0639998912811279
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 11.c3d",500,0,0.160000085830688,1.14999997615814,0.156000137329102,0.284000039100647,0.264000058174133,0.729999780654907,0.72599983215332,0.160000085830688,0.0439999103546143
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 12.c3d",500,0,0.161999940872192,1.18599987030029,0.155999898910522,0.233999967575073,0.303999900817871,0.726000070571899,0.720000028610229,0.161999940872192,0.0540001392364502
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 13.c3d",500,0,0.145999908447266,1.34399998188019,0.151999950408936,0.23199999332428,0.312000036239624,0.879999995231628,0.886000037193298,0.145999908447266,0.0520000457763672
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 14.c3d",500,0,0.146000146865845,1.01200008392334,0.146000146865845,0.26800000667572,0.26200008392334,0.603999853134155,0.603999853134155,0.146000146865845,0.0479998588562012
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 02.c3d",500,0,0.131999969482422,0.855999946594238,0.181999921798706,0.212000012397766,0.217999935150146,0.456000089645386,0.50600004196167,0.131999969482422,0.0480000972747803
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 03.c3d",500,0,0.141999959945679,0.916000127792358,0.186000108718872,0.319999933242798,0.236000061035156,0.49399995803833,0.538000106811523,0.141999959945679,0.0439999103546143
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 04.c3d",500,0,0.142000198364258,0.926000118255615,0.200000047683716,0.26199996471405,0.23799991607666,0.488000154495239,0.546000003814697,0.142000198364258,0.0339999198913574
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 06.c3d",500,0,0.140000104904175,0.902000188827515,0.184000015258789,0.163999915122986,0.246000051498413,0.472000122070312,0.516000032424927,0.140000104904175,0.0479998588562012
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 07.c3d",500,0,0.135999917984009,0.871999979019165,0.187999963760376,0.159999966621399,0.230000019073486,0.453999996185303,0.50600004196167,0.135999917984009,0.0460000038146973
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 08.c3d",500,0,0.126000165939331,1.01400005817413,0.166000127792358,0.310000061988831,0.28000009059906,0.567999839782715,0.607999801635742,0.126000165939331,0.0539999008178711
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 09.c3d",500,0,0.121999979019165,0.950000047683716,0.179999828338623,0.343999862670898,0.242000102996826,0.528000116348267,0.585999965667725,0.121999979019165,0.0480000972747803
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 10.c3d",500,0,0.141999959945679,0.976000070571899,0.165999889373779,0.335999965667725,0.276000022888184,0.534000158309937,0.558000087738037,0.141999959945679,0.0499999523162842
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 11.c3d",500,0,0.135999917984009,0.885999917984009,0.197999954223633,0.324000000953674,0.233999967575073,0.453999996185303,0.516000032424927,0.135999917984009,0.0520000457763672
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Live 12.c3d",500,0,0.133999824523926,0.911999940872192,0.185999870300293,0.293999910354614,0.25,0.476000070571899,0.528000116348267,0.133999824523926,0.0440001487731934
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 01.c3d",500,0,0.145999908447266,1.00600004196167,0.149999856948853,0.153999924659729,0.374000072479248,0.482000112533569,0.486000061035156,0.145999908447266,0.0540001392364502
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 02.c3d",500,0,0.134000062942505,1.00999999046326,0.157999992370605,0.215999960899353,0.351999998092651,0.5,0.523999929428101,0.134000062942505,0.0559999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 03.c3d",500,0,0.135999917984009,0.894000053405762,0.161999940872192,0.217999935150146,0.284000158309937,0.447999954223633,0.473999977111816,0.135999917984009,0.0520000457763672
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 04.c3d",500,0,0.141999959945679,0.937999963760376,0.153999805450439,0.267999887466431,0.294000148773193,0.490000009536743,0.501999855041504,0.141999959945679,0.0540001392364502
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 05.c3d",500,0,0.136000156402588,0.96399998664856,0.140000104904175,0.25600004196167,0.309999942779541,0.513999938964844,0.517999887466431,0.136000156402588,0.0539999008178711
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 06.c3d",500,0,0.134000062942505,0.930000066757202,0.157999992370605,0.283999919891357,0.300000190734863,0.471999883651733,0.495999813079834,0.134000062942505,0.0540001392364502
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 08.c3d",500,0,0.128000020980835,0.96399998664856,0.145999908447266,0.251999974250793,0.308000087738037,0.509999990463257,0.527999877929688,0.128000020980835,0.0559999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 09.c3d",500,0,0.131999969482422,0.923999786376953,0.157999992370605,0.29800009727478,0.307999849319458,0.45799994468689,0.483999967575073,0.131999969482422,0.0559999942779541
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 10.c3d",500,0,0.135999917984009,0.896000146865845,0.148000001907349,0.253999829292297,0.28600001335144,0.462000131607056,0.474000215530396,0.135999917984009,0.0520000457763672
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Tee 11.c3d",500,0,0.135999917984009,0.940000057220459,0.0420000553131104,0.258000016212463,0.309999942779541,0.588000059127808,0.494000196456909,0.135999917984009,0.0520000457763672
