FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,pitchVel,exitVel,launchAng,sprayAng,impactLocECAP,impactLocKNOB,maxBatAngVel,maxBatECAPVel,maxBatSSVel,maxBatECAPAcc,maxBatSSAcc,maxBatKE,maxBatPower,maxBatKEFilt,maxBatPowerFilt
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 05.c3d",500,0,19.4625930786133,45.081615447998,7.95118618011475,10.9260511398315,0.219046860933304,0.654647588729858,2697.16040039062,40.5102119445801,33.304931640625,6033.34375,5106.8515625,343.762054443359,12278.0390625,321.295562744141,6172.4013671875
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 06.c3d",500,0,18.5733165740967,42.7442512512207,24.6191463470459,9.07468223571777,0.224603042006493,0.650483012199402,2777.51391601562,40.4788131713867,33.2100296020508,6373.8125,5479.6611328125,340.820831298828,12987.1982421875,313.174713134766,6283.52734375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 07.c3d",500,0,19.0914478302002,45.1062202453613,-0.0784662365913391,3.69128274917603,0.137788102030754,0.73466420173645,2716.06860351562,39.8010406494141,32.8930358886719,4938.74951171875,4531.23974609375,336.142944335938,8342.9794921875,323.627777099609,5542.74365234375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 08.c3d",500,0,19.4350204467773,44.429859161377,10.6239900588989,3.44915676116943,0.209505334496498,0.662207245826721,2816.44677734375,40.021785736084,32.883472442627,8128.416015625,6730.6796875,333.350494384766,6268.3828125,307.810150146484,5906.330078125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 09.c3d",500,0,19.6763343811035,43.9244766235352,-6.2676100730896,-9.75417900085449,0.131816029548645,0.740269482135773,2675.25317382812,40.0281257629395,33.1812629699707,6168.2373046875,5054.837890625,342.514678955078,8778.50390625,336.371765136719,5567.71875
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 11.c3d",500,0,19.1128520965576,45.007625579834,1.81184005737305,9.75026512145996,0.154884621500969,0.719614624977112,2721.73071289062,39.7308464050293,32.597957611084,5118.833984375,3748.38256835938,328.729431152344,20913.7734375,309.8564453125,6976.150390625
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 BP 12.c3d",500,0,19.6496906280518,44.1637115478516,24.9557609558105,15.8943500518799,0.19264954328537,0.680597305297852,2766.52587890625,40.9191551208496,33.7139549255371,7356.5537109375,6084.36669921875,351.874450683594,8352.52734375,333.445373535156,6249.53076171875
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 05.c3d",500,0,30.2104339599609,29.7684516906738,-173.527572631836,-178.291275024414,0.0187027752399445,0.891031324863434,2647.19702148438,39.1889724731445,32.5136604309082,2295.47021484375,1880.16076660156,328.361511230469,10344.642578125,326.839599609375,4980.7431640625
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 06.c3d",500,0,29.8667469024658,38.6875915527344,-15.2384119033813,-44.2850341796875,0.138121172785759,0.735442578792572,2964.1220703125,38.322093963623,31.7284965515137,8006.56787109375,5470.7841796875,313.202514648438,9977.150390625,305.272338867188,5213.2490234375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject8\Session1\Subject8 Cannon 07.c3d",500,0,31.3154926300049,24.7651233673096,153.583190917969,155.805633544922,0.335397720336914,0.53571617603302,2696.33447265625,37.7612571716309,30.7688102722168,3196.45849609375,2560.76977539062,311.118713378906,12960.0107421875,309.106658935547,5083.82421875
