FILE_NAME,FRAME_RATE,ANALOG_VIDEO_FRAME_RATIO,pitchVel,exitVel,launchAng,sprayAng,impactLocECAP,impactLocKNOB,maxBatAngVel,maxBatECAPVel,maxBatSSVel,maxBatECAPAcc,maxBatSSAcc,maxBatKE,maxBatPower,maxBatKEFilt,maxBatPowerFilt
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 01.c3d",500,0,18.517993927002,32.0048179626465,-1.10989332199097,-46.4511222839355,0.0151942046359181,0.83772087097168,3225.73803710938,38.8131370544434,31.8818187713623,6237.82666015625,4857.541015625,309.297271728516,6914.61572265625,308.834289550781,4571.71630859375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 02.c3d",500,0,19.563777923584,36.8201446533203,12.8796968460083,6.13285779953003,0.254733204841614,0.594376146793365,3041.04907226562,35.7835388183594,29.019063949585,5106.44580078125,4870.3818359375,252.825164794922,6346.525390625,233.049880981445,4790.443359375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 03.c3d",500,0,19.8049201965332,44.1713333129883,16.8961391448975,-7.72828722000122,0.170527592301369,0.680946290493011,2779.45483398438,39.4091567993164,32.4728927612305,9909.5244140625,7577.50830078125,321.758056640625,10730.1640625,315.948150634766,5086.55908203125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 04.c3d",500,0,19.730842590332,44.2959022521973,9.7936315536499,-0.678981840610504,0.170569747686386,0.678949415683746,2758.17065429688,39.6139602661133,32.5104904174805,6303.57861328125,4908.81884765625,321.203796386719,7890.6171875,307.329803466797,5007.904296875
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 05.c3d",500,0,19.7868061065674,32.4361839294434,-34.9241523742676,-43.6142120361328,0.174554765224457,0.677546262741089,3133.86572265625,36.9120140075684,29.9229717254639,3922.42626953125,3167.97534179688,268.794677734375,5855.060546875,253.088104248047,4268.1005859375
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 06.c3d",500,0,20.429759979248,39.1667022705078,20.0506916046143,18.3340835571289,0.216188490390778,0.632242977619171,3013.8896484375,38.681079864502,31.4906005859375,4665.177734375,3570.80224609375,298.958068847656,6496.166015625,273.116394042969,5482.5517578125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 07.c3d",500,0,20.2047805786133,32.2284965515137,-30.4458866119385,-17.0193710327148,0.0890622287988663,0.760141849517822,2865.09375,38.9820137023926,31.9265327453613,7965.76123046875,4998.33203125,308.53955078125,6528.37744140625,295.463256835938,5334.4423828125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 08.c3d",500,0,20.3040561676025,42.7210464477539,17.7128086090088,-21.1173477172852,0.193762853741646,0.658309459686279,2902.16796875,38.4522094726562,31.4176654815674,5855.384765625,4407.63134765625,298.074645996094,6669.57080078125,296.307983398438,4562.251953125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 09.c3d",500,0,19.8505744934082,37.9927635192871,-17.575496673584,-20.9606399536133,0.16206493973732,0.68742972612381,3230.6142578125,39.0133781433105,31.8356513977051,8006.90087890625,5857.80078125,305.095855712891,6773.01806640625,282.394195556641,5359.36376953125
"Z:\SSL\Research\Graduate Students\Thompson, Devin\Vicon\Studies\PitchModality\Subject5\Session1\Subject5 BP 10.c3d",500,0,19.9294185638428,44.8506851196289,9.72324848175049,-12.2123384475708,0.159710228443146,0.690501570701599,3056.83227539062,39.6729316711426,32.4844779968262,9173.7900390625,6939.2490234375,319.247467041016,9713.314453125,304.031463623047,5819.39697265625
